"ELM"	"GOTerm"
"DOC_MAPK_NFAT4_5"	"GO:0007257"
"DOC_MAPK_NFAT4_5"	"GO:0006915"
"DOC_MAPK_NFAT4_5"	"GO:0007010"
"DOC_MAPK_NFAT4_5"	"GO:0005829"
"DOC_MAPK_NFAT4_5"	"GO:0008286"
"DOC_MAPK_NFAT4_5"	"GO:0035556"
"DOC_MAPK_NFAT4_5"	"GO:0007254"
"DOC_MAPK_NFAT4_5"	"GO:0004706"
"DOC_MAPK_NFAT4_5"	"GO:0016301"
"DOC_MAPK_NFAT4_5"	"GO:0004708"
"DOC_MAPK_NFAT4_5"	"GO:0031435"
"DOC_MAPK_NFAT4_5"	"GO:0007399"
"DOC_MAPK_NFAT4_5"	"GO:0043005"
"DOC_MAPK_NFAT4_5"	"GO:0005634"
"DOC_MAPK_NFAT4_5"	"GO:0032874"
"DOC_MAPK_NFAT4_5"	"GO:0006468"
"DOC_MAPK_NFAT4_5"	"GO:0005515"
"DOC_MAPK_NFAT4_5"	"GO:0043234"
"DOC_MAPK_NFAT4_5"	"GO:0032947"
"DOC_MAPK_NFAT4_5"	"GO:0043506"
"DOC_MAPK_NFAT4_5"	"GO:0006355"
"DOC_MAPK_NFAT4_5"	"GO:0000982"
"DOC_MAPK_RevD_3"	"GO:0000187"
"DOC_MAPK_RevD_3"	"GO:0005829"
"DOC_MAPK_RevD_3"	"GO:0035556"
"DOC_MAPK_RevD_3"	"GO:0000165"
"DOC_MAPK_RevD_3"	"GO:0051019"
"DOC_MAPK_RevD_3"	"GO:0048273"
"DOC_MAPK_RevD_3"	"GO:0005634"
"DOC_MAPK_gen_1"	"GO:0000187"
"DOC_MAPK_gen_1"	"GO:0005829"
"DOC_MAPK_gen_1"	"GO:0000165"
"DOC_MAPK_gen_1"	"GO:0051019"
"DOC_MAPK_gen_1"	"GO:0048273"
"DOC_MAPK_gen_1"	"GO:0005634"
"DOC_MAPK_gen_1"	"GO:0007243"
"DOC_MIT_MIM_1"	"GO:0009838"
"DOC_MIT_MIM_1"	"GO:0051301"
"DOC_MIT_MIM_1"	"GO:0005813"
"DOC_MIT_MIM_1"	"GO:0005829"
"DOC_MIT_MIM_1"	"GO:0010008"
"DOC_MIT_MIM_1"	"GO:1904903"
"DOC_MIT_MIM_1"	"GO:0030496"
"DOC_MIT_MIM_1"	"GO:0090541"
"DOC_MIT_MIM_1"	"GO:0005771"
"DOC_MIT_MIM_1"	"GO:0005635"
"DOC_MIT_MIM_1"	"GO:0044877"
"DOC_MIT_MIM_1"	"GO:0019904"
"DOC_MIT_MIM_1"	"GO:0039702"
"DOC_PIKK_1"	"GO:0042769"
"DOC_PIKK_1"	"GO:0005634"
"DOC_PIKK_1"	"GO:0005515"
"DOC_PP1_MyPhoNE_1"	"GO:0007049"
"DOC_PP1_MyPhoNE_1"	"GO:0005829"
"DOC_PP1_MyPhoNE_1"	"GO:0006936"
"DOC_PP1_MyPhoNE_1"	"GO:0005634"
"DOC_PP1_MyPhoNE_1"	"GO:0005515"
"DOC_PP1_MyPhoNE_1"	"GO:0008157"
"DOC_PP1_MyPhoNE_1"	"GO:0000164"
"DOC_PP1_RVXF_1"	"GO:0005488"
"DOC_PP1_RVXF_1"	"GO:0007049"
"DOC_PP1_RVXF_1"	"GO:0008151"
"DOC_PP1_RVXF_1"	"GO:0005829"
"DOC_PP1_RVXF_1"	"GO:0005977"
"DOC_PP1_RVXF_1"	"GO:0006936"
"DOC_PP1_RVXF_1"	"GO:0005634"
"DOC_PP1_RVXF_1"	"GO:0006470"
"DOC_PP1_RVXF_1"	"GO:0005515"
"DOC_PP1_RVXF_1"	"GO:0008157"
"DOC_PP1_RVXF_1"	"GO:0004864"
"DOC_PP1_RVXF_1"	"GO:0000164"
"DOC_PP1_RVXF_1"	"GO:0007165"
"DOC_PP1_RVXF_1"	"GO:0005865"
"DOC_PP1_SILK_1"	"GO:0007049"
"DOC_PP1_SILK_1"	"GO:0005829"
"DOC_PP1_SILK_1"	"GO:0006091"
"DOC_PP1_SILK_1"	"GO:0005977"
"DOC_PP1_SILK_1"	"GO:0006936"
"DOC_PP1_SILK_1"	"GO:0005634"
"DOC_PP1_SILK_1"	"GO:0005515"
"DOC_PP1_SILK_1"	"GO:0008157"
"DOC_PP1_SILK_1"	"GO:0019888"
"DOC_PP1_SILK_1"	"GO:0000164"
"DOC_PP1_SILK_1"	"GO:0008599"
"DOC_PP1_SILK_1"	"GO:0009966"
"DOC_PP1_SILK_1"	"GO:0006396"
"DOC_PP1_SILK_1"	"GO:0006351"
"DOC_PP2A_B56_1"	"GO:0008608"
"DOC_PP2A_B56_1"	"GO:0007049"
"DOC_PP2A_B56_1"	"GO:0000775"
"DOC_PP2A_B56_1"	"GO:0007059"
"DOC_PP2A_B56_1"	"GO:0005829"
"DOC_PP2A_B56_1"	"GO:0000776"
"DOC_PP2A_B56_1"	"GO:0005634"
"DOC_PP2A_B56_1"	"GO:0035307"
"DOC_PP2A_B56_1"	"GO:0005515"
"DOC_PP2A_B56_1"	"GO:0051721"
"DOC_PP2A_B56_1"	"GO:0051988"
"DOC_PP2B_LxvP_1"	"GO:0005955"
"DOC_PP2B_LxvP_1"	"GO:0033173"
"DOC_PP2B_LxvP_1"	"GO:0004723"
"DOC_PP2B_LxvP_1"	"GO:0033192"
"DOC_PP2B_LxvP_1"	"GO:0005829"
"DOC_PP2B_LxvP_1"	"GO:0030346"
"DOC_PP2B_LxvP_1"	"GO:0005634"
"DOC_PP2B_LxvP_1"	"GO:0006470"
"DOC_PP2B_LxvP_1"	"GO:0005515"
"DOC_PP2B_LxvP_1"	"GO:0032512"
"DOC_PP2B_PxIxIT_1"	"GO:0005955"
"DOC_PP2B_PxIxIT_1"	"GO:0033173"
"DOC_PP2B_PxIxIT_1"	"GO:0004723"
"DOC_PP2B_PxIxIT_1"	"GO:0005509"
"DOC_PP2B_PxIxIT_1"	"GO:0033192"
"DOC_PP2B_PxIxIT_1"	"GO:0005829"
"DOC_PP2B_PxIxIT_1"	"GO:0042406"
"DOC_PP2B_PxIxIT_1"	"GO:0031234"
"DOC_PP2B_PxIxIT_1"	"GO:0030346"
"DOC_PP2B_PxIxIT_1"	"GO:0031235"
"DOC_PP2B_PxIxIT_1"	"GO:0005634"
"DOC_PP2B_PxIxIT_1"	"GO:0042277"
"DOC_PP2B_PxIxIT_1"	"GO:0006470"
"DOC_PP2B_PxIxIT_1"	"GO:0032512"
"DOC_PP4_FxxP_1"	"GO:0051382"
"DOC_PP4_FxxP_1"	"GO:0000281"
"DOC_PP4_FxxP_1"	"GO:0005654"
"DOC_PP4_FxxP_1"	"GO:0005634"
"DOC_PP4_FxxP_1"	"GO:0031054"
"DOC_PP4_FxxP_1"	"GO:0004721"
"DOC_PP4_FxxP_1"	"GO:1905405"
"DOC_PP4_FxxP_1"	"GO:0006974"
"DOC_PP4_MxPP_1"	"GO:0051382"
"DOC_PP4_MxPP_1"	"GO:0000281"
"DOC_PP4_MxPP_1"	"GO:0005654"
"DOC_PP4_MxPP_1"	"GO:0005634"
"DOC_PP4_MxPP_1"	"GO:0031054"
"DOC_PP4_MxPP_1"	"GO:0004721"
"DOC_PP4_MxPP_1"	"GO:1905405"
"DOC_PP4_MxPP_1"	"GO:0006974"
"DOC_PUB_PIM_1"	"GO:0005829"
"DOC_PUB_PIM_1"	"GO:0071797"
"DOC_PUB_PIM_1"	"GO:1990108"
"DOC_PUB_PIM_1"	"GO:0016567"
"DOC_PUB_PIM_1"	"GO:0050727"
"DOC_PUB_PIM_1"	"GO:0010803"
"DOC_PUB_PIM_1"	"GO:0031625"
"DOC_RSK_DDVF_1"	"GO:0032147"
"DOC_RSK_DDVF_1"	"GO:0005829"
"DOC_RSK_DDVF_1"	"GO:0052167"
"DOC_RSK_DDVF_1"	"GO:0005515"
"DOC_RSK_DDVF_1"	"GO:0006417"
"DOC_RSK_DDVF_1"	"GO:0043555"
"DOC_RSK_DDVF_1"	"GO:0004711"
"DOC_SPAK_OSR1_1"	"GO:0005829"
"DOC_SPAK_OSR1_1"	"GO:0009898"
"DOC_SPAK_OSR1_1"	"GO:0006811"
"DOC_SPAK_OSR1_1"	"GO:0003084"
"DOC_SPAK_OSR1_1"	"GO:0006468"
"DOC_SPAK_OSR1_1"	"GO:0005515"
"DOC_SPAK_OSR1_1"	"GO:0002028"
"DOC_TBK1_STING_1"	"GO:0002218"
"DOC_TBK1_STING_1"	"GO:1990786"
"DOC_TBK1_STING_1"	"GO:0098554"
"DOC_TBK1_STING_1"	"GO:0005829"
"DOC_TBK1_STING_1"	"GO:0051607"
"DOC_TBK1_STING_1"	"GO:0032728"
"DOC_TBK1_STING_1"	"GO:0001934"
"DOC_TBK1_STING_1"	"GO:0032481"
"DOC_TBK1_STING_1"	"GO:1905719"
"DOC_TBK1_STING_1"	"GO:0032479"
"DOC_TBK1_STING_1"	"GO:0007165"
"DOC_TBK1_STING_1"	"GO:0060337"
"DOC_USP7_MATH_1"	"GO:0005634"
"DOC_USP7_MATH_1"	"GO:0042277"
"DOC_USP7_MATH_1"	"GO:0016579"
"DOC_USP7_MATH_1"	"GO:0004843"
"DOC_USP7_MATH_2"	"GO:0005634"
"DOC_USP7_MATH_2"	"GO:0042277"
"DOC_USP7_MATH_2"	"GO:0016579"
"DOC_USP7_MATH_2"	"GO:0004843"
"DOC_USP7_UBL2_3"	"GO:0005634"
"DOC_USP7_UBL2_3"	"GO:0042277"
"DOC_USP7_UBL2_3"	"GO:0016579"
"DOC_USP7_UBL2_3"	"GO:0004843"
"DOC_WD40_RPTOR_TOS_1"	"GO:0016049"
"DOC_WD40_RPTOR_TOS_1"	"GO:0005829"
"DOC_WD40_RPTOR_TOS_1"	"GO:0005515"
"DOC_WD40_RPTOR_TOS_1"	"GO:0006445"
"DOC_WW_Pin1_4"	"GO:0000074"
"DOC_WW_Pin1_4"	"GO:0008283"
"DOC_WW_Pin1_4"	"GO:0005829"
"DOC_WW_Pin1_4"	"GO:0003901"
"DOC_WW_Pin1_4"	"GO:0007091"
"DOC_WW_Pin1_4"	"GO:0005634"
"DOC_WW_Pin1_4"	"GO:0003755"
"DOC_WW_Pin1_4"	"GO:0007088"
"DOC_WW_Pin1_4"	"GO:0007089"
"DOC_WW_Pin1_4"	"GO:0006366"
"DOC_WW_Pin1_4"	"GO:0050699"
"LIG_14-3-3_CanoR_1"	"GO:0006915"
"LIG_14-3-3_CanoR_1"	"GO:0008283"
"LIG_14-3-3_CanoR_1"	"GO:0006342"
"LIG_14-3-3_CanoR_1"	"GO:0005829"
"LIG_14-3-3_CanoR_1"	"GO:0010467"
"LIG_14-3-3_CanoR_1"	"GO:0007186"
"LIG_14-3-3_CanoR_1"	"GO:0008630"
"LIG_14-3-3_CanoR_1"	"GO:0009898"
"LIG_14-3-3_CanoR_1"	"GO:0035556"
"LIG_14-3-3_CanoR_1"	"GO:0006298"
"LIG_14-3-3_CanoR_1"	"GO:0005634"
"LIG_14-3-3_CanoR_1"	"GO:0019904"
"LIG_14-3-3_CanoR_1"	"GO:0051726"
"LIG_14-3-3_CanoR_1"	"GO:0006351"
"LIG_14-3-3_ChREBP_3"	"GO:0035538"
"LIG_14-3-3_ChREBP_3"	"GO:0005829"
"LIG_14-3-3_ChREBP_3"	"GO:0055089"
"LIG_14-3-3_ChREBP_3"	"GO:0005634"
"LIG_14-3-3_ChREBP_3"	"GO:0005515"
"LIG_14-3-3_ChREBP_3"	"GO:0046983"
"LIG_14-3-3_ChREBP_3"	"GO:0042304"
"LIG_14-3-3_ChREBP_3"	"GO:0006110"
"LIG_14-3-3_ChREBP_3"	"GO:0009749"
"LIG_14-3-3_CterR_2"	"GO:0006915"
"LIG_14-3-3_CterR_2"	"GO:0008283"
"LIG_14-3-3_CterR_2"	"GO:0006342"
"LIG_14-3-3_CterR_2"	"GO:0005829"
"LIG_14-3-3_CterR_2"	"GO:0010467"
"LIG_14-3-3_CterR_2"	"GO:0007186"
"LIG_14-3-3_CterR_2"	"GO:0008630"
"LIG_14-3-3_CterR_2"	"GO:0009898"
"LIG_14-3-3_CterR_2"	"GO:0035556"
"LIG_14-3-3_CterR_2"	"GO:0006298"
"LIG_14-3-3_CterR_2"	"GO:0005634"
"LIG_14-3-3_CterR_2"	"GO:0019904"
"LIG_14-3-3_CterR_2"	"GO:0051726"
"LIG_14-3-3_CterR_2"	"GO:0006351"
"LIG_ANK_PxLPxL_1"	"GO:0098562"
"LIG_ANK_PxLPxL_1"	"GO:0005829"
"LIG_ANK_PxLPxL_1"	"GO:0005634"
"LIG_ANK_PxLPxL_1"	"GO:0045944"
"LIG_ANK_PxLPxL_1"	"GO:0005515"
"LIG_ANK_PxLPxL_1"	"GO:0031063"
"LIG_ANK_PxLPxL_1"	"GO:0045346"
"LIG_ANK_PxLPxL_1"	"GO:0006355"
"LIG_ANK_PxLPxL_1"	"GO:0006357"
"LIG_ANK_PxLPxL_1"	"GO:0003712"
"LIG_AP2alpha_1"	"GO:0045334"
"LIG_AP2alpha_1"	"GO:0005829"
"LIG_AP2alpha_1"	"GO:0006897"
"LIG_AP2alpha_1"	"GO:0015029"
"LIG_AP2alpha_1"	"GO:0005515"
"LIG_AP2alpha_1"	"GO:0006898"
"LIG_AP2alpha_1"	"GO:0005068"
"LIG_AP2alpha_2"	"GO:0045334"
"LIG_AP2alpha_2"	"GO:0005829"
"LIG_AP2alpha_2"	"GO:0006897"
"LIG_AP2alpha_2"	"GO:0005515"
"LIG_AP2alpha_2"	"GO:0006898"
"LIG_APCC_ABBA_1"	"GO:0010997"
"LIG_APCC_ABBA_1"	"GO:0031145"
"LIG_APCC_ABBA_1"	"GO:0005829"
"LIG_APCC_ABBA_1"	"GO:1904667"
"LIG_APCC_ABBA_1"	"GO:0005634"
"LIG_APCC_ABBA_1"	"GO:0031398"
"LIG_APCC_ABBA_1"	"GO:1903362"
"LIG_APCC_ABBA_1"	"GO:0007346"
"LIG_APCC_ABBA_1"	"GO:0000922"
"LIG_APCC_ABBA_1"	"GO:1990948"
"LIG_APCC_Cbox_1"	"GO:0051488"
"LIG_APCC_Cbox_1"	"GO:0005680"
"LIG_APCC_Cbox_1"	"GO:0031145"
"LIG_APCC_Cbox_1"	"GO:0044770"
"LIG_APCC_Cbox_1"	"GO:0005829"
"LIG_APCC_Cbox_1"	"GO:0005634"
"LIG_APCC_Cbox_1"	"GO:0005515"
"LIG_APCC_Cbox_1"	"GO:0004842"
"LIG_APCC_Cbox_2"	"GO:0051488"
"LIG_APCC_Cbox_2"	"GO:0005680"
"LIG_APCC_Cbox_2"	"GO:0031145"
"LIG_APCC_Cbox_2"	"GO:0044770"
"LIG_APCC_Cbox_2"	"GO:0005829"
"LIG_APCC_Cbox_2"	"GO:0005634"
"LIG_APCC_Cbox_2"	"GO:0005515"
"LIG_APCC_Cbox_2"	"GO:0004842"
"LIG_AP_GAE_1"	"GO:0016190"
"LIG_AP_GAE_1"	"GO:0030130"
"LIG_AP_GAE_1"	"GO:0005829"
"LIG_AP_GAE_1"	"GO:0005769"
"LIG_AP_GAE_1"	"GO:0005794"
"LIG_AP_GAE_1"	"GO:0006895"
"LIG_AP_GAE_1"	"GO:0005802"
"LIG_AP_GAE_1"	"GO:0005515"
"LIG_AP_GAE_1"	"GO:0019904"
"LIG_AP_GAE_1"	"GO:0016192"
"LIG_ARL_BART_1"	"GO:0005929"
"LIG_ARL_BART_1"	"GO:0005829"
"LIG_ARL_BART_1"	"GO:0006112"
"LIG_ARL_BART_1"	"GO:0003924"
"LIG_ARL_BART_1"	"GO:0005095"
"LIG_ARL_BART_1"	"GO:0051457"
"LIG_ARL_BART_1"	"GO:0005739"
"LIG_ARL_BART_1"	"GO:0005634"
"LIG_ARL_BART_1"	"GO:0042531"
"LIG_ARL_BART_1"	"GO:0005515"
"LIG_ARL_BART_1"	"GO:0007264"
"LIG_ARL_BART_1"	"GO:0003713"
"LIG_ARL_BART_1"	"GO:0007021"
"LIG_ARS2_EDGEI_1"	"GO:0035196"
"LIG_ARS2_EDGEI_1"	"GO:0006397"
"LIG_ARS2_EDGEI_1"	"GO:1990477"
"LIG_ARS2_EDGEI_1"	"GO:0071027"
"LIG_ARS2_EDGEI_1"	"GO:0005634"
"LIG_ARS2_EDGEI_1"	"GO:0005515"
"LIG_ARS2_EDGEI_1"	"GO:0032991"
"LIG_ARS2_EDGEI_1"	"GO:0019904"
"LIG_ARS2_EDGEI_1"	"GO:0061013"
"LIG_ActinCP_CPI_1"	"GO:0007015"
"LIG_ActinCP_CPI_1"	"GO:0005856"
"LIG_ActinCP_CPI_1"	"GO:0005829"
"LIG_ActinCP_CPI_1"	"GO:2000813"
"LIG_ActinCP_CPI_1"	"GO:0030838"
"LIG_ActinCP_CPI_1"	"GO:0005515"
"LIG_ActinCP_CPI_1"	"GO:0044877"
"LIG_ActinCP_TwfCPI_2"	"GO:0007015"
"LIG_ActinCP_TwfCPI_2"	"GO:0005856"
"LIG_ActinCP_TwfCPI_2"	"GO:0005829"
"LIG_ActinCP_TwfCPI_2"	"GO:2000813"
"LIG_ActinCP_TwfCPI_2"	"GO:0030838"
"LIG_ActinCP_TwfCPI_2"	"GO:0005515"
"LIG_ActinCP_TwfCPI_2"	"GO:0044877"
"LIG_Actin_RPEL_3"	"GO:0003779"
"LIG_Actin_RPEL_3"	"GO:0005829"
"LIG_Actin_RPEL_3"	"GO:0042306"
"LIG_Actin_WH2_1"	"GO:0003779"
"LIG_Actin_WH2_1"	"GO:0005829"
"LIG_Actin_WH2_1"	"GO:0051125"
"LIG_Actin_WH2_1"	"GO:0008064"
"LIG_Actin_WH2_1"	"GO:0034315"
"LIG_Actin_WH2_1"	"GO:2000812"
"LIG_Actin_WH2_2"	"GO:0003779"
"LIG_Actin_WH2_2"	"GO:0005829"
"LIG_Actin_WH2_2"	"GO:0051125"
"LIG_Actin_WH2_2"	"GO:0008064"
"LIG_Actin_WH2_2"	"GO:0034315"
"LIG_Actin_WH2_2"	"GO:2000812"
"LIG_Arc_Nlobe_1"	"GO:0005829"
"LIG_Arc_Nlobe_1"	"GO:0098978"
"LIG_Arc_Nlobe_1"	"GO:0060090"
"LIG_Arc_Nlobe_1"	"GO:2000969"
"LIG_Arc_Nlobe_1"	"GO:0014069"
"LIG_Arc_Nlobe_1"	"GO:0098839"
"LIG_Arc_Nlobe_1"	"GO:0061001"
"LIG_Arc_Nlobe_1"	"GO:0048168"
"LIG_BH_BH3_1"	"GO:0048102"
"LIG_BH_BH3_1"	"GO:0097136"
"LIG_BH_BH3_1"	"GO:0051400"
"LIG_BH_BH3_1"	"GO:0019725"
"LIG_BH_BH3_1"	"GO:0005829"
"LIG_BH_BH3_1"	"GO:0005789"
"LIG_BH_BH3_1"	"GO:0032592"
"LIG_BH_BH3_1"	"GO:0097193"
"LIG_BH_BH3_1"	"GO:0097345"
"LIG_BH_BH3_1"	"GO:0043065"
"LIG_BH_BH3_1"	"GO:0032464"
"LIG_BH_BH3_1"	"GO:0090200"
"LIG_BH_BH3_1"	"GO:0005515"
"LIG_BH_BH3_1"	"GO:0046982"
"LIG_BH_BH3_1"	"GO:0001844"
"LIG_BH_BH3_1"	"GO:0031625"
"LIG_BH_BH3_1"	"GO:0019048"
"LIG_BIR_III_1"	"GO:0006916"
"LIG_BIR_III_1"	"GO:0006915"
"LIG_BIR_III_1"	"GO:0005829"
"LIG_BIR_III_1"	"GO:0005739"
"LIG_BIR_III_1"	"GO:0005515"
"LIG_BIR_III_1"	"GO:0051605"
"LIG_BIR_III_1"	"GO:0016567"
"LIG_BIR_III_1"	"GO:0042981"
"LIG_BIR_III_2"	"GO:0006916"
"LIG_BIR_III_2"	"GO:0006915"
"LIG_BIR_III_2"	"GO:0005829"
"LIG_BIR_III_2"	"GO:0005739"
"LIG_BIR_III_2"	"GO:0005515"
"LIG_BIR_III_2"	"GO:0051605"
"LIG_BIR_III_2"	"GO:0016567"
"LIG_BIR_III_2"	"GO:0042981"
"LIG_BIR_III_3"	"GO:0006916"
"LIG_BIR_III_3"	"GO:0006915"
"LIG_BIR_III_3"	"GO:0005829"
"LIG_BIR_III_3"	"GO:0005739"
"LIG_BIR_III_3"	"GO:0005515"
"LIG_BIR_III_3"	"GO:0051605"
"LIG_BIR_III_3"	"GO:0016567"
"LIG_BIR_III_3"	"GO:0042981"
"LIG_BIR_III_4"	"GO:0006916"
"LIG_BIR_III_4"	"GO:0006915"
"LIG_BIR_III_4"	"GO:0005829"
"LIG_BIR_III_4"	"GO:0005739"
"LIG_BIR_III_4"	"GO:0005515"
"LIG_BIR_III_4"	"GO:0051605"
"LIG_BIR_III_4"	"GO:0016567"
"LIG_BIR_III_4"	"GO:0042981"
"LIG_BIR_II_1"	"GO:0006916"
"LIG_BIR_II_1"	"GO:0006915"
"LIG_BIR_II_1"	"GO:0005829"
"LIG_BIR_II_1"	"GO:0005739"
"LIG_BIR_II_1"	"GO:0005515"
"LIG_BIR_II_1"	"GO:0051605"
"LIG_BIR_II_1"	"GO:0016567"
"LIG_BIR_II_1"	"GO:0042981"
"LIG_BRCT_BRCA1_1"	"GO:0031436"
"LIG_BRCT_BRCA1_1"	"GO:0000077"
"LIG_BRCT_BRCA1_1"	"GO:0006975"
"LIG_BRCT_BRCA1_1"	"GO:0005634"
"LIG_BRCT_BRCA1_1"	"GO:0019904"
"LIG_BRCT_BRCA1_2"	"GO:0031436"
"LIG_BRCT_BRCA1_2"	"GO:0000077"
"LIG_BRCT_BRCA1_2"	"GO:0006975"
"LIG_BRCT_BRCA1_2"	"GO:0005634"
"LIG_BRCT_BRCA1_2"	"GO:0019904"
"LIG_BRCT_MDC1_1"	"GO:0006975"
"LIG_BRCT_MDC1_1"	"GO:0006302"
"LIG_BRCT_MDC1_1"	"GO:0005634"
"LIG_BRCT_MDC1_1"	"GO:0019904"
"LIG_CAP-Gly_1"	"GO:0005829"
"LIG_CAP-Gly_1"	"GO:0030951"
"LIG_CAP-Gly_1"	"GO:0005874"
"LIG_CAP-Gly_1"	"GO:0007018"
"LIG_CAP-Gly_1"	"GO:0007017"
"LIG_CAP-Gly_1"	"GO:0000226"
"LIG_CAP-Gly_1"	"GO:0051010"
"LIG_CAP-Gly_1"	"GO:0031109"
"LIG_CAP-Gly_1"	"GO:0031535"
"LIG_CAP-Gly_1"	"GO:0019904"
"LIG_CAP-Gly_1"	"GO:0032886"
"LIG_CAP-Gly_2"	"GO:0031122"
"LIG_CAP-Gly_2"	"GO:0005829"
"LIG_CAP-Gly_2"	"GO:0030951"
"LIG_CAP-Gly_2"	"GO:0005874"
"LIG_CAP-Gly_2"	"GO:0007018"
"LIG_CAP-Gly_2"	"GO:0000226"
"LIG_CAP-Gly_2"	"GO:0051010"
"LIG_CAP-Gly_2"	"GO:0031109"
"LIG_CAP-Gly_2"	"GO:0031535"
"LIG_CAP-Gly_2"	"GO:0032886"
"LIG_CNOT1_NIM_1"	"GO:0016477"
"LIG_CNOT1_NIM_1"	"GO:0005829"
"LIG_CNOT1_NIM_1"	"GO:0010631"
"LIG_CNOT1_NIM_1"	"GO:0017148"
"LIG_CNOT1_NIM_1"	"GO:0048471"
"LIG_CNOT1_NIM_1"	"GO:0005515"
"LIG_CNOT1_NIM_1"	"GO:0006417"
"LIG_CNOT1_NIM_1"	"GO:0030371"
"LIG_CORNRBOX"	"GO:0016481"
"LIG_CORNRBOX"	"GO:0005634"
"LIG_CORNRBOX"	"GO:0045449"
"LIG_CORNRBOX"	"GO:0003712"
"LIG_CORNRBOX"	"GO:0003714"
"LIG_CORNRBOX"	"GO:0008134"
"LIG_CSK_EPIYA_1"	"GO:0002250"
"LIG_CSK_EPIYA_1"	"GO:0016477"
"LIG_CSK_EPIYA_1"	"GO:0005829"
"LIG_CSK_EPIYA_1"	"GO:0002376"
"LIG_CSK_EPIYA_1"	"GO:0045087"
"LIG_CSK_EPIYA_1"	"GO:0009898"
"LIG_CSK_EPIYA_1"	"GO:0008285"
"LIG_CSK_EPIYA_1"	"GO:0033673"
"LIG_CSK_EPIYA_1"	"GO:0050765"
"LIG_CSK_EPIYA_1"	"GO:0016310"
"LIG_CSK_EPIYA_1"	"GO:0006468"
"LIG_CSK_EPIYA_1"	"GO:0019904"
"LIG_CSK_EPIYA_1"	"GO:0060368"
"LIG_CSL_BTD_1"	"GO:0030154"
"LIG_CSL_BTD_1"	"GO:0071384"
"LIG_CSL_BTD_1"	"GO:0000785"
"LIG_CSL_BTD_1"	"GO:0007275"
"LIG_CSL_BTD_1"	"GO:0007219"
"LIG_CSL_BTD_1"	"GO:0005634"
"LIG_CSL_BTD_1"	"GO:0031100"
"LIG_CSL_BTD_1"	"GO:0019904"
"LIG_CSL_BTD_1"	"GO:0030334"
"LIG_CSL_BTD_1"	"GO:0006355"
"LIG_CSL_BTD_1"	"GO:0006351"
"LIG_CSL_BTD_1"	"GO:0003700"
"LIG_CSL_BTD_1"	"GO:0005667"
"LIG_CaMK_CASK_1"	"GO:0007155"
"LIG_CaMK_CASK_1"	"GO:0005829"
"LIG_CaMK_CASK_1"	"GO:0030073"
"LIG_CaMK_CASK_1"	"GO:0009898"
"LIG_CaMK_CASK_1"	"GO:0060090"
"LIG_CaMK_CASK_1"	"GO:0007269"
"LIG_CaMK_CASK_1"	"GO:0005634"
"LIG_CaMK_CASK_1"	"GO:0005515"
"LIG_CaMK_CASK_1"	"GO:0032947"
"LIG_CaMK_CASK_1"	"GO:0042802"
"LIG_CaMK_CASK_1"	"GO:0007165"
"LIG_CaMK_CASK_1"	"GO:0045202"
"LIG_CaM_IQ_9"	"GO:0005488"
"LIG_CaM_IQ_9"	"GO:0008151"
"LIG_CaM_IQ_9"	"GO:0008580"
"LIG_CaM_IQ_9"	"GO:0005829"
"LIG_CaM_IQ_9"	"GO:0005622"
"LIG_CaM_IQ_9"	"GO:0003774"
"LIG_CaM_IQ_9"	"GO:0003776"
"LIG_CaM_IQ_9"	"GO:0005515"
"LIG_CaM_IQ_9"	"GO:0007165"
"LIG_CaM_NSCaTE_8"	"GO:0005954"
"LIG_CaM_NSCaTE_8"	"GO:0019722"
"LIG_CaM_NSCaTE_8"	"GO:0005516"
"LIG_CaM_NSCaTE_8"	"GO:0006874"
"LIG_CaM_NSCaTE_8"	"GO:0005829"
"LIG_CaM_NSCaTE_8"	"GO:0005886"
"LIG_CaM_NSCaTE_8"	"GO:0005245"
"LIG_CaM_NSCaTE_8"	"GO:0005891"
"LIG_Clathr_ClatBox_1"	"GO:0030276"
"LIG_Clathr_ClatBox_1"	"GO:0045334"
"LIG_Clathr_ClatBox_1"	"GO:0005856"
"LIG_Clathr_ClatBox_1"	"GO:0005829"
"LIG_Clathr_ClatBox_1"	"GO:0006897"
"LIG_Clathr_ClatBox_1"	"GO:0005794"
"LIG_Clathr_ClatBox_1"	"GO:0005802"
"LIG_Clathr_ClatBox_1"	"GO:0006898"
"LIG_Clathr_ClatBox_2"	"GO:0030276"
"LIG_Clathr_ClatBox_2"	"GO:0045334"
"LIG_Clathr_ClatBox_2"	"GO:0005856"
"LIG_Clathr_ClatBox_2"	"GO:0005829"
"LIG_Clathr_ClatBox_2"	"GO:0006897"
"LIG_Clathr_ClatBox_2"	"GO:0006898"
"LIG_CtBP_PxDLS_1"	"GO:0005829"
"LIG_CtBP_PxDLS_1"	"GO:0016481"
"LIG_CtBP_PxDLS_1"	"GO:0005634"
"LIG_CtBP_PxDLS_1"	"GO:0007584"
"LIG_CtBP_PxDLS_1"	"GO:0017053"
"LIG_CtBP_PxDLS_1"	"GO:0003714"
"LIG_CtBP_PxDLS_1"	"GO:0008134"
"LIG_CtBP_PxDLS_1"	"GO:0030528"
"LIG_CtBP_RRT_2"	"GO:0001227"
"LIG_CtBP_RRT_2"	"GO:0045892"
